Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1644455825,FE80::9C9E:36FF:FE26:3DDB,0,FF02::16,0,0,76,0,1,0,1644455825107;,76;,1;
1644455825,192.168.64.3,60204,192.168.32.2,5001,6,13724,60,12,1,1644455825682;1644455825685;1644455825685;1644455825686;1644455825688;1644455825689;1644455825689;1644455825689;1644455825689;1644455825689;1644455825689;1644455825689;1644455825689;,60;60;52;112;1500;1500;1500;1500;1500;1500;1500;1500;1500;,1;2;1;1;1;1;1;1;1;1;1;1;1;
1644455826,192.168.64.3,60204,192.168.32.2,5001,6,30052,580,21,11,1644455826689;1644455826689;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826697;1644455826705;1644455826705;1644455826705;1644455826705;1644455826705;1644455826705;1644455826705;1644455826705;1644455826705;1644455826706;1644455826706;1644455826706;1644455826706;1644455826706;1644455826706;1644455826706;1644455826706;1644455826706;,60;52;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1644455827,192.168.64.3,60204,192.168.32.2,5001,6,60000,676,40,13,1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827700;1644455827707;1644455827707;1644455827707;1644455827707;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;1644455827708;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;
1644455828,192.168.64.3,60204,192.168.32.2,5001,6,120000,2028,80,39,1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828706;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828707;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828709;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828710;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;1644455828713;,52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1644455828,FE80::9C9E:36FF:FE26:3DDB,0,FF02::2,0,58,56,0,1,0,1644455828988;,56;,1;
1644455829,192.168.64.3,60204,192.168.32.2,5001,6,240000,3120,160,60,1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829716;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829717;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829720;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829725;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;1644455829755;,52;1500;1500;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;,2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;
1644455830,192.168.64.3,60204,192.168.32.2,5001,6,480000,7904,320,152,1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830727;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830728;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830729;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830730;1644455830731;1644455830731;1644455830731;1644455830731;1644455830731;1644455830731;1644455830731;1644455830731;1644455830731;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830746;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830747;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830767;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;1644455830768;,52;1500;1500;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
